Index, Environment (-), Phenotype, Random Number Generator Seed (-),shootDryWeight (g),rootDryWeight (g),rootDryWeight;fineLaterals (g),rootDryWeight;laterals (g),rootDryWeight;majorAxes (g),rootLength (cm),rootLength;fineLaterals (cm),rootLength;laterals (cm),rootLength;majorAxes (cm),rootSurfaceArea (cm2),rootSurfaceArea;fineLaterals (cm2),rootSurfaceArea;laterals (cm2),rootSurfaceArea;majorAxes (cm2),rootWaterUptake (cm3),potentialTranspiration (cm3),potentialTranspiration (cm),potentialTranspiration_Rate (cm3/day),potentialEvaporation (cm/day),potentialEvaporation_Integral (cm),leafArea (cm2),leafAreaReductionCoefficient (-),photosynthesis (g),plantRespiration (g),shootRespiration (g),rootRespiration (g),rootCarbonCostOfExudates (g),rootCarbonCosts (g),rootPotentialCarbonSinkForGrowth (g),carbonAllocation2Roots (g),shootPotentialCarbonSinkForGrowth (g),carbonAllocation2Shoot (g),leafPotentialCarbonSinkForGrowth (g),carbonAllocation2Leafs (g),stemPotentialCarbonSinkForGrowth (g),carbonAllocation2Stems (g),carbonReserves (g),D90 (cm),RootLengthProfile_00-10 (cm3),RootLengthProfile_10-20 (cm3),RootLengthProfile_20-30 (cm3),RootLengthProfile_30-40 (cm3),RootLengthProfile_40-50 (cm3),RootLengthProfile_50-60 (cm3),RootLengthProfile_60-70 (cm3),RootLengthProfile_70-80 (cm3),RootLengthProfile_80-90 (cm3),RootLengthProfile_90-100 (cm3),RootLengthProfile_100-110 (cm3),RootLengthProfile_110-120 (cm3),RootLengthProfile_120-130 (cm3),RootLengthProfile_130-140 (cm3),RootLengthProfile_140-150 (cm3),RootDryWeightProfile_00-10 (cm3),RootDryWeightProfile_10-20 (cm3),RootDryWeightProfile_20-30 (cm3),RootDryWeightProfile_30-40 (cm3),RootDryWeightProfile_40-50 (cm3),RootDryWeightProfile_50-60 (cm3),RootDryWeightProfile_60-70 (cm3),RootDryWeightProfile_70-80 (cm3),RootDryWeightProfile_80-90 (cm3),RootDryWeightProfile_90-100 (cm3),RootDryWeightProfile_100-110 (cm3),RootDryWeightProfile_110-120 (cm3),RootDryWeightProfile_120-130 (cm3),RootDryWeightProfile_130-140 (cm3),RootDryWeightProfile_140-150 (cm3),RootRespirationProfile_00-10 (cm3),RootRespirationProfile_10-20 (cm3),RootRespirationProfile_20-30 (cm3),RootRespirationProfile_30-40 (cm3),RootRespirationProfile_40-50 (cm3),RootRespirationProfile_50-60 (cm3),RootRespirationProfile_60-70 (cm3),RootRespirationProfile_70-80 (cm3),RootRespirationProfile_80-90 (cm3),RootRespirationProfile_90-100 (cm3),RootRespirationProfile_100-110 (cm3),RootRespirationProfile_110-120 (cm3),RootRespirationProfile_120-130 (cm3),RootRespirationProfile_130-140 (cm3),RootRespirationProfile_140-150 (cm3),RootExudationProfile_00-10 (cm3),RootExudationProfile_10-20 (cm3),RootExudationProfile_20-30 (cm3),RootExudationProfile_30-40 (cm3),RootExudationProfile_40-50 (cm3),RootExudationProfile_50-60 (cm3),RootExudationProfile_60-70 (cm3),RootExudationProfile_70-80 (cm3),RootExudationProfile_80-90 (cm3),RootExudationProfile_90-100 (cm3),RootExudationProfile_100-110 (cm3),RootExudationProfile_110-120 (cm3),RootExudationProfile_120-130 (cm3),RootExudationProfile_130-140 (cm3),RootExudationProfile_140-150 (cm3),RootWaterUptakeProfile_00-10 (cm3),RootWaterUptakeProfile_10-20 (cm3),RootWaterUptakeProfile_20-30 (cm3),RootWaterUptakeProfile_30-40 (cm3),RootWaterUptakeProfile_40-50 (cm3),RootWaterUptakeProfile_50-60 (cm3),RootWaterUptakeProfile_60-70 (cm3),RootWaterUptakeProfile_70-80 (cm3),RootWaterUptakeProfile_80-90 (cm3),RootWaterUptakeProfile_90-100 (cm3),RootWaterUptakeProfile_100-110 (cm3),RootWaterUptakeProfile_110-120 (cm3),RootWaterUptakeProfile_120-130 (cm3),RootWaterUptakeProfile_130-140 (cm3),RootWaterUptakeProfile_140-150 (cm3),totalWaterInColumn (cm3),totalWaterInLayer1 (cm3),totalWaterInLayer2 (cm3),totalWaterInLayer3 (cm3),totalWaterInLayer4 (cm3),totalWaterInLayer5 (cm3),totalWaterInLayer6 (cm3),totalWaterInLayer7 (cm3),totalWaterInLayer8 (cm3),totalWaterInLayer9 (cm3),totalWaterInLayer10 (cm3),totalWaterInLayer11 (cm3),totalWaterInLayer12 (cm3),totalWaterInLayer13 (cm3),totalWaterInLayer14 (cm3),totalWaterInLayer15 (cm3),relativeWaterContentInTopLayer (cm3),bottomBoundaryFlux (cm3),topBoundaryFlux (cm3),totalWaterChangeInColumn (cm3)
5_2_2, Mexico Drought, Fewer Nodals,2,14.40250527,3.61054459,0,1.67293489,0.21578151,18458.03289,0,14162.54561,438.6780295,2535.302189,0,1779.71797,111.4950129,4285.460526,4341.440165,0.02287895,207.761728,0.42223966,24.56733323,2294.376379,0.59909204,19.38515958,8.80781662,7.39080559,1.41701103,1.03149674,1.03149471,0.9680621,1.00914645,6.86819677,6.30795314,2.92501263,2.78196673,3.87601762,3.60205088,1.78140879,-69.76014869,2530.237698,3679.485559,3215.153928,2382.137405,1758.912715,1517.770719,1298.621705,972.1649532,700.76665,290.895647,87.66234027,24.22357023,0,0,0,1.04926848,0.61315561,0.49152085,0.37342131,0.27803769,0.23207916,0.19742167,0.14885637,0.11399139,0.0630528,0.03604171,0.01369754,0,0,0,0.40056622,0.28859933,0.21390304,0.15379878,0.10698186,0.08420207,0.06415736,0.04427138,0.03230089,0.01637386,0.00959971,0.00255117,0,0,0,0.18031547,0.2386387,0.19479753,0.13827224,0.09258498,0.07074061,0.05147393,0.03338524,0.0213277,0.00714953,0.00236838,0.00047958,0,0,0,271.4249809,954.4064793,588.2211116,412.8848115,293.5957652,357.1895302,381.1720418,294.8502331,250.6227656,163.2852515,111.1387373,32.10433907,0,0,0,45289.86321,2555.595993,2541.649906,2569.16437,2602.964283,2690.626328,2767.835091,2903.069621,2993.956656,3076.592705,3186.717325,3325.756188,3498.835901,3530.720093,3406.319476,3640.059277,0.26808501,-36.20082594,4638.753114,-3709.344704
5_2_3, Mexico Drought, Fewer Nodals,3,12.76632828,2.98706949,0,1.32270276,0.19973703,13741.86278,0,11197.58951,406.6519501,1987.176982,0,1407.130598,103.2373844,4083.687246,3967.887293,0.02039571,194.9609564,0.40813721,24.59878014,2048.370293,0.54557872,18.32262973,8.15619713,6.93488684,1.22131029,0.84404187,0.84403965,0.91830388,0.91624327,6.20397501,5.60918698,2.64525105,2.48566654,3.48671848,3.18966024,2.42461507,-64.59878063,2178.784387,2831.381906,2446.823502,1717.282336,1386.829813,1183.000661,913.7112172,618.037813,337.4988162,102.240005,26.27232759,0,0,0,0,0.92617711,0.54188036,0.4248891,0.28446448,0.23115441,0.19483217,0.1486511,0.11588013,0.07162618,0.03396222,0.01355223,0,0,0,0,0.3644554,0.2646279,0.19073598,0.12179088,0.09352746,0.06947341,0.05034321,0.034168,0.01963244,0.00981963,0.00297498,0,0,0,0,0.16572741,0.20647395,0.16264725,0.10551624,0.07679801,0.05542192,0.03686449,0.02111256,0.00984811,0.00297515,0.0006855,0,0,0,0,275.4948249,782.1877438,623.6499527,410.5016876,281.4402139,367.6791324,403.9059948,323.4728232,249.8077613,151.2884339,41.94957708,0,0,0,0,45435.10425,2534.400105,2527.151782,2553.843058,2616.62467,2702.608443,2768.444803,2898.26407,2994.8582,3094.224837,3230.139786,3391.849898,3539.809545,3536.076116,3406.727869,3640.081065,0.26310944,-36.20085594,4586.526311,-3564.10367
5_2_4, Mexico Drought, Fewer Nodals,4,12.5767696,3.12827424,0,1.39265367,0.20103896,14680.05771,0,11789.77207,409.9205362,2103.002454,0,1481.546453,103.9850843,4065.361242,4002.702889,0.02017697,193.0025526,0.40941127,24.59430762,2026.124038,0.54073953,18.11687994,8.14991611,6.86396968,1.28594643,0.90552783,0.90552724,0.94241139,0.90926819,6.21759627,5.50909993,2.65538376,2.44142874,3.49374015,3.12941892,2.14600811,-67.14300992,2175.213616,3189.055303,2488.560135,1797.40624,1435.180139,1155.529392,1030.632392,700.5932746,451.8292234,169.1392701,64.64112144,14.12706209,8.15054096,0,0,0.91212953,0.58072503,0.43693951,0.32671913,0.23851466,0.18922885,0.16189781,0.11624435,0.08545684,0.04337934,0.02530133,0.00686384,0.00487404,0,0,0.35801441,0.2840877,0.20007796,0.13556483,0.09736769,0.07245656,0.05636709,0.03699253,0.0230954,0.01306085,0.00685917,0.00158828,0.00069104,0,0,0.16047425,0.22925627,0.17065594,0.1119466,0.0835124,0.06021175,0.04369261,0.02580882,0.0132485,0.0045959,0.00174324,0.00030518,0.00010858,0,0,335.8299135,890.6750828,510.8678044,387.8273133,258.7402849,332.1647004,361.8148999,304.326349,237.5103359,162.9334278,94.92505618,14.06280624,7.23780191,0,0,45400.99381,2538.262652,2522.930499,2583.051867,2628.451018,2710.314388,2785.087282,2919.766284,3002.003337,3086.242678,3199.873584,3343.833313,3512.01287,3523.72487,3405.424478,3640.014694,0.26416889,-36.20078038,4571.405856,-3598.214104
5_3_0, Mexico Drought, Steeper Nodals,0,3.06620106,2.52623511,0,0.92142213,0.28006975,9600.874813,0,7800.472708,554.0555801,1528.848859,0,980.2363101,143.0838304,1078.409173,1820.934423,0.00572506,87.00960252,1.50914152,29.46551181,585.9977799,0.22747116,9.08554831,4.13274902,2.96477643,1.1679726,0.7434211,0.74342066,0.93842953,1.03731276,1.37249259,1.34593214,0.6550031,0.65911052,0.71667212,0.72066537,2.03265584,-61.07096334,1596.090673,2124.581965,1867.548253,1456.83804,835.5876586,658.5543522,512.623645,334.5372024,173.8633888,34.32968041,6.31995417,0,0,0,0,0.84362,0.49694448,0.36836958,0.27951369,0.16227585,0.13048826,0.10317558,0.07596458,0.0489007,0.01361131,0.00337108,0,0,0,0,0.35104473,0.26811121,0.19229993,0.13406216,0.0757129,0.05766727,0.0402408,0.02753629,0.01536378,0.00511594,0.00098733,0,0,0,0,0.14163507,0.18658713,0.15755976,0.11451623,0.05694444,0.03955833,0.02534283,0.01361351,0.00607581,0.00137812,0.00022696,0,0,0,0,-590.7673836,527.8968165,77.5151641,-15.34112637,44.86543631,207.7326801,317.7358444,275.8931813,199.2201624,77.95877679,14.35611337,0,0,0,0,45687.63503,2523.468837,2625.582518,2643.785176,2671.081831,2746.484404,2781.862324,2887.105423,2963.111404,3078.517605,3247.639257,3400.759783,3537.266612,3534.555431,3406.390204,3640.024219,0.23064875,-36.20090807,4482.55125,-3311.572891
5_3_1, Mexico Drought, Steeper Nodals,1,5.20590111,3.12164594,0,1.18973723,0.30167996,12459.63703,0,10071.94477,596.9198845,1922.09326,0,1265.677908,154.1745059,1706.022232,2537.25267,0.00896893,119.3312054,0.94053198,26.74529696,912.1292412,0.29841402,12.54328193,5.58222244,4.1607485,1.42147394,0.93779045,0.93778878,1.09290884,1.2260069,2.33326166,2.28944583,1.07717237,1.07805811,1.25935187,1.26458559,2.83917591,-65.37171586,1805.099541,2476.787849,2292.707935,2057.784729,1266.483581,876.6428373,656.5143952,520.0665132,344.9621146,133.7702865,26.98813959,1.82910908,0,0,0,1.024237,0.56164411,0.43358441,0.35002961,0.22784705,0.15831271,0.12672774,0.09953283,0.07664539,0.04716522,0.01482606,0.00109381,0,0,0,0.4072582,0.3001801,0.23011429,0.17180744,0.10518317,0.07046498,0.05302133,0.03749931,0.0268946,0.01519286,0.00400718,6.01E-05,0,0,0,0.15921322,0.21301931,0.18850646,0.15825484,0.08713303,0.05360469,0.03694555,0.02350906,0.01232966,0.00441855,0.00087055,7.17E-06,0,0,0,-203.398919,728.5719591,210.7005893,-91.19178559,-13.51151345,211.3733911,298.7387157,267.9000788,230.8490607,173.0759144,51.59275741,0.53349557,0,0,0,45285.65406,2524.288149,2608.717907,2610.099612,2629.383863,2707.335904,2753.084844,2867.569002,2943.597331,3024.997219,3161.984886,3351.133286,3524.757242,3532.583369,3406.124218,3639.997228,0.2391234,-36.20077767,4666.933809,-3713.553858
5_3_2, Mexico Drought, Steeper Nodals,2,5.04700943,2.99039047,0,1.10354096,0.2945421,11460.48746,0,9342.233954,581.8400567,1799.545153,0,1173.979742,150.4045085,1984.83894,2461.944577,0.00870577,116.7248983,0.98786136,27.03052045,885.6132536,0.29264604,12.15729648,5.38388519,4.04576228,1.3381229,0.85755088,0.85754932,1.09659631,1.19835432,2.26176921,2.23329386,1.04337713,1.04649449,1.21941956,1.22464848,2.74153877,-63.78500642,1826.027074,2367.292311,2090.739122,1744.723028,1122.823226,820.4448187,669.0833311,461.7074303,247.70753,99.61547535,10.28590424,0.03821455,0,0,0,1.02230988,0.56119384,0.40836614,0.3288152,0.20485055,0.14521553,0.12011852,0.0948264,0.06353132,0.03565616,0.00548653,2.04E-05,0,0,0,0.40329451,0.29509165,0.2102004,0.1541203,0.09419549,0.0639895,0.04998854,0.03379239,0.02168748,0.01004293,0.00190227,3.60E-06,0,0,0,0.1582823,0.20350301,0.16835853,0.13354683,0.07765601,0.04970097,0.03526519,0.01894525,0.00879324,0.00306545,0.00045157,6.50E-07,0,0,0,-88.43915537,597.2474459,328.1266678,-35.40641659,-22.2986579,244.1256224,338.7785402,287.7652971,254.4318688,140.2421952,26.36314747,0.07668567,0,0,0,45116.08504,2520.683757,2577.723529,2561.628007,2589.277562,2693.371748,2739.247552,2835.80276,2912.738996,3014.399866,3183.032442,3378.404999,3530.20607,3533.335125,3406.224654,3640.007977,0.23984895,-36.20083183,4637.471785,-3883.122873
5_3_3, Mexico Drought, Steeper Nodals,3,3.52629249,2.53268218,0,0.9179591,0.27116733,9561.663069,0,7771.15577,537.0740252,1523.513357,0,976.5522351,138.5932204,1115.388572,1953.903949,0.00640163,94.23151514,1.3914637,28.96303165,654.1384984,0.2422937,9.5505603,4.34954751,3.18755085,1.16199666,0.74601757,0.74601568,0.95306808,1.01477365,1.57914841,1.55729303,0.74209422,0.74845425,0.83414293,0.83836203,2.06582208,-61.08867215,1603.258182,2132.622734,1884.449834,1410.621328,846.6652608,635.0906119,515.8956124,359.5812143,135.8820248,34.31860206,3.2776654,0,0,0,0,0.87498898,0.49126722,0.35955479,0.2612692,0.15858615,0.12929585,0.10760678,0.08007517,0.04971973,0.01835827,0.00196005,0,0,0,0,0.35497875,0.26709673,0.18973947,0.12662964,0.07691866,0.05693128,0.04076146,0.02804971,0.01649107,0.00439664,0.00015696,0,0,0,0,0.14208223,0.1936661,0.16297845,0.11007693,0.05679639,0.03798402,0.02404587,0.01261289,0.00477377,0.0009967,2.07E-05,0,0,0,0,-658.8263092,557.1108485,116.7569819,19.02963361,39.96041931,226.8689919,325.9714813,278.906216,210.8614017,68.20304904,1.86869996,0,0,0,0,45649.26191,2520.737191,2610.056079,2627.962659,2658.211412,2737.388122,2776.276191,2886.273427,2967.156244,3074.294083,3250.975809,3415.028198,3542.535355,3535.739297,3406.579272,3640.048567,0.2317506,-36.20101766,4509.273162,-3349.946012
5_3_4, Mexico Drought, Steeper Nodals,4,7.7556312,3.9061985,0,1.52856256,0.29641244,16630.94772,0,12940.33445,588.6551687,2466.619911,0,1626.130385,151.7236081,2875.532673,3205.864444,0.01267658,150.3423697,0.34504817,24.13333375,1283.408249,0.37917775,15.77619552,7.0892041,5.34622127,1.74298283,1.19367444,1.19367377,1.29700848,1.42438501,3.47879838,3.41864094,1.56402276,1.5719501,1.91173959,1.91806895,2.751629,-60.50410684,2223.373087,3249.227663,3569.520778,2991.772824,1604.699778,1166.433472,834.850412,555.3675839,328.4871611,91.4792994,15.73565987,0,0,0,0,1.23749082,0.67385656,0.58170996,0.46881653,0.30467003,0.21992651,0.16896688,0.12098131,0.08268545,0.03981718,0.00727727,0,0,0,0,0.47333575,0.36087093,0.30336778,0.229927,0.13416844,0.09198529,0.06574367,0.04269625,0.02633398,0.01317562,0.00168509,0,0,0,0,0.18565147,0.27065258,0.27335288,0.21198215,0.10277349,0.06714892,0.0429056,0.02402042,0.01115103,0.00357585,0.00049044,0,0,0,0,-160.563772,798.1900976,467.0379581,236.8992576,76.21356628,299.1809354,373.7231759,292.0941951,221.009314,176.1102374,34.46700352,0,0,0,0,45063.66277,2581.077806,2592.435358,2560.993039,2570.636137,2661.656456,2694.64205,2806.933794,2911.261392,3030.653126,3175.383411,3367.379911,3530.704692,3533.580808,3406.302004,3640.02279,0.27252569,-36.20096686,5097.762143,-3935.545145
5_4_0, Mexico Drought, Lower Lateral Branching Density,0,14.9423785,4.56797429,0,1.3303968,0.32641454,15853.87325,0,11262.72485,646.3153857,2501.78389,0,1415.315746,166.907175,4724.064666,4603.878831,0.02329251,212.2620114,0.41663792,24.29725162,2337.192997,0.60840587,21.70960994,9.65642163,7.80089874,1.85552289,0.95265822,0.95265778,1.3353121,1.52183475,6.71791583,6.59792489,2.89627315,2.93681525,3.78149543,3.78250299,2.42007768,-67.35524367,2316.511789,3207.865069,2973.192344,2194.679009,1586.883175,1197.857052,896.6221751,687.2377517,433.0019394,236.4578277,92.1307637,24.17286077,7.26149466,0,0,1.62220836,0.78936974,0.61390829,0.41595551,0.31495051,0.24641791,0.19529915,0.14409964,0.10341283,0.07091624,0.03417021,0.0129235,0.00434239,0,0,0.5913998,0.38976649,0.27739193,0.18236112,0.13095101,0.09500558,0.06932225,0.05070989,0.03396579,0.02088153,0.01002864,0.00360711,0.00057946,0,0,0.16746011,0.22006188,0.18809247,0.13191253,0.08892175,0.0604228,0.04042847,0.02851231,0.01579733,0.00747384,0.00277237,0.00074997,8.94E-05,0,0,-214.3279253,1110.253445,765.5604306,548.7132361,367.3105459,455.0379974,506.5021376,395.001708,302.0469463,200.2058746,109.7579699,38.42350691,5.94703629,0,0,44521.17751,2522.880031,2486.600705,2483.808905,2540.783482,2650.845418,2693.367805,2776.194861,2882.247636,2990.32359,3135.423653,3309.223241,3485.195331,3519.37807,3404.954249,3639.950533,0.25940945,-36.20080458,5065.689253,-4478.030408
5_4_1, Mexico Drought, Lower Lateral Branching Density,1,14.79074221,4.42743781,0,1.23048944,0.31775596,14443.17647,0,10416.94025,627.9939552,2345.882834,0,1309.031318,162.3308324,4687.089346,4626.117131,0.02349637,210.0511548,0.42803464,24.38993657,2354.929995,0.61226417,20.93266679,9.39183856,7.63393608,1.75790249,0.84087983,0.84087822,1.32918306,1.3987626,6.99715639,6.47929135,3.0107888,2.86589303,3.94580757,3.70449429,2.61225637,-65.77833545,2268.189532,2819.150955,2716.551573,1964.497375,1445.46757,1093.521656,870.4869325,653.9950029,384.1441703,161.4347906,52.29971248,13.43720077,0,0,0,1.59513527,0.74671035,0.59378372,0.43516947,0.29635221,0.2361426,0.18950156,0.14914624,0.09530144,0.05489605,0.02726343,0.00803548,0,0,0,0.58411795,0.36257103,0.26426873,0.17738031,0.11638696,0.0894633,0.06432722,0.04620297,0.02820551,0.01653381,0.00784161,0.00106512,0,0,0,0.1613081,0.18826501,0.16887849,0.11501223,0.07580296,0.0525126,0.03638075,0.02398907,0.01200818,0.00489094,0.00170516,0.00016494,0,0,0,-406.5155719,1175.464083,810.5599323,558.2979432,420.262617,508.8594476,499.1715479,417.8166967,295.3939782,169.0677293,91.07975748,9.69155255,0,0,0,44645.45459,2514.810257,2447.777945,2451.721281,2524.554483,2641.90237,2684.372038,2800.403357,2909.948374,3040.807165,3186.172951,3344.491969,3518.057102,3533.794742,3406.57485,3640.065704,0.25781437,-36.20094379,4963.614498,-4353.75333
5_4_2, Mexico Drought, Lower Lateral Branching Density,2,16.4130749,4.64816994,0,1.33935134,0.32792954,15685.91251,0,11338.53118,647.9376253,2505.831489,0,1424.84185,167.5246282,4646.589335,4883.777605,0.02546238,218.8791046,0.43999546,24.37506827,2549.04565,0.65448984,21.55726088,9.9056705,8.06809865,1.83757185,0.90716961,0.907168,1.35813269,1.39642415,7.603177,7.21405187,3.24930871,3.18215045,4.29982252,4.14145358,1.24493238,-67.99941391,2404.957092,2941.965447,2762.457538,2159.829843,1661.148655,1192.929684,1000.057558,704.5637272,493.0136178,240.0897986,98.68939374,24.85257209,1.35758388,0,0,1.68688975,0.75383878,0.59385996,0.43840824,0.31870865,0.24991488,0.20509227,0.15799551,0.11842421,0.07009443,0.0401591,0.01406002,0.00072414,0,0,0.60506108,0.36678963,0.26553441,0.18316854,0.12992403,0.09362581,0.07297301,0.05190388,0.03401972,0.02057719,0.01132917,0.00296578,0.00016245,0,0,0.16860813,0.19459571,0.17156167,0.12823566,0.08899755,0.05772692,0.04374656,0.02709554,0.01572179,0.00730565,0.00299474,0.00058496,3.36E-05,0,0,-483.5311764,1258.260181,850.2748752,528.3206065,392.297435,474.3292515,458.2537826,399.5380379,295.8471489,190.7096889,119.5701038,29.49287361,2.91849623,0,0,44663.35063,2507.39862,2445.333331,2483.245324,2554.678463,2654.48968,2710.159429,2838.331185,2914.757785,3014.924215,3156.079627,3314.312977,3496.324717,3527.514246,3405.803508,3639.997527,0.25639611,-36.20076338,5033.754314,-4335.857284
5_4_3, Mexico Drought, Lower Lateral Branching Density,3,14.73014173,4.53281585,0,1.29445691,0.31249711,15463.73329,0,10958.46891,619.4810453,2464.064642,0,1377.081817,159.8537388,4591.588322,4570.478149,0.02299967,209.0875517,0.42054706,24.35953093,2306.879742,0.60181187,20.32385662,9.45565307,7.6232869,1.83236617,0.91968733,0.9196854,1.35463932,1.43938965,6.76858078,6.49969062,2.9130983,2.87563671,3.81308602,3.71163219,1.78127666,-65.19872242,2210.047512,3366.604855,2922.888548,2204.863679,1465.807655,1160.70527,880.3656636,631.6481515,388.91229,155.1801159,60.36211755,15.85217382,0.49526118,0,0,1.5556613,0.80103826,0.62982341,0.44670662,0.31002904,0.24986559,0.187086,0.14913239,0.1026045,0.06087194,0.03034555,0.0093551,0.00029617,0,0,0.57098139,0.39544693,0.2832977,0.18950311,0.12654284,0.0920179,0.06795877,0.0479702,0.03188153,0.01847628,0.0072357,0.00151826,5.53E-06,0,0,0.16337848,0.22810484,0.18242272,0.13009885,0.07960029,0.05480115,0.0380585,0.02367963,0.0127781,0.00499871,0.00154666,0.00025682,5.60E-07,0,0,-408.0464169,1119.131838,814.8299439,548.0959092,419.1533444,487.5725037,488.1470603,378.0249509,299.904063,195.0426945,70.18629121,14.51906144,0.02137991,0,0,44561.13914,2491.562561,2444.791239,2466.160343,2539.13057,2626.739318,2670.396542,2802.45784,2904.48867,3014.065813,3157.433436,3346.33559,3518.032817,3532.974077,3406.508655,3640.061675,0.25119971,-36.2010068,4974.59958,-4438.068773
5_4_4, Mexico Drought, Lower Lateral Branching Density,4,14.90719041,4.5587612,0,1.26143354,0.30006168,14763.82392,0,10678.90335,595.117833,2399.709964,0,1341.950572,153.5066818,4386.294732,4502.654843,0.02366712,210.569218,0.42998006,24.43599434,2371.589725,0.61588813,20.31822431,9.43429334,7.642813,1.79148033,0.84806039,0.84805968,1.35269255,1.3527216,7.14427139,6.53671503,3.05190053,2.87060323,4.03209448,3.71237613,1.99230768,-63.58241242,2315.885651,3038.14979,2725.494961,2034.750094,1440.761392,1119.832927,939.6430384,633.3572169,341.5607478,119.0191045,40.47946654,10.62186863,4.26766154,0,0,1.67085334,0.74851402,0.59510258,0.45198735,0.31165622,0.24236074,0.20032775,0.14919364,0.10792717,0.05349749,0.01868857,0.00610026,0.00255207,0,0,0.60765406,0.36445581,0.26401443,0.18315897,0.12046449,0.08875162,0.06873411,0.04609902,0.02795219,0.01494707,0.00405021,0.00144583,0.00024793,0,0,0.16380394,0.20370553,0.16467299,0.11652793,0.07488862,0.05166037,0.03744887,0.02120845,0.00931936,0.00366177,0.00091104,0.00025699,3.49E-05,0,0,-455.1322377,1037.697576,769.8592902,542.8818801,394.4253464,493.3183209,509.1571258,425.2470908,313.4879444,183.2172521,54.38353159,12.07979542,1.90112123,0,0,44740.15199,2522.448486,2472.115769,2474.908473,2536.653499,2643.412544,2688.834328,2812.066828,2902.526975,3020.488041,3189.733446,3371.722073,3527.677965,3531.069556,3406.428257,3640.06575,0.25945512,-36.20095219,4900.485715,-4259.055929
5_5_0, Mexico Drought, More Aerenchyma,0,13.73339012,4.25999253,0,1.65904345,0.29085613,17084.40564,0,14044.94503,575.2530379,2597.283125,0,1764.939846,148.5966723,4551.631183,4644.237283,0.02118393,201.2437923,0.4059575,24.16150527,2128.037664,0.56290864,22.02937792,8.8830389,7.54983496,1.33320394,1.10259838,1.10259793,1.48939491,1.58347554,6.16526426,6.1026366,2.69515102,2.71800267,3.45350692,3.46200891,4.03135288,-58.59889228,3037.899568,3760.161025,3431.12854,2455.499555,1598.616431,1149.402112,859.2011786,529.2033439,210.7430508,47.0938129,5.45702405,0,0,0,0,1.53825307,0.83475202,0.61988031,0.42756924,0.29107914,0.20865473,0.15648954,0.10748949,0.05520983,0.01770437,0.00291079,0,0,0,0,0.44565971,0.30026449,0.20626298,0.13935515,0.08952092,0.0616253,0.04348635,0.02782101,0.01404202,0.00470314,0.00076321,0,0,0,0,0.23025135,0.27416868,0.22937161,0.15416203,0.09197755,0.05763382,0.03770017,0.019108,0.00658896,0.00148026,0.00018169,0,0,0,0,-24.23865472,1264.77475,829.2948201,546.7458007,340.226221,392.5134383,406.6604134,297.4325207,209.7554295,88.57514947,16.91866362,0,0,0,0,45143.66179,2504.94693,2479.551472,2478.983836,2540.247658,2663.921943,2728.006625,2859.136489,2973.770173,3107.89537,3264.043378,3415.639698,3544.225739,3536.481317,3406.738249,3640.072913,0.25442684,-36.2010575,5329.940102,-3855.546128
5_5_1, Mexico Drought, More Aerenchyma,1,13.34887222,4.4868033,0,1.77756183,0.30262989,18459.30464,0,15048.28469,597.9434979,2773.651048,0,1891.023225,154.5624476,4432.851814,4610.135148,0.02070929,199.0669726,0.4021872,24.1242179,2081.223137,0.55272515,22.29553536,8.86896384,7.45995317,1.40901066,1.20092967,1.20092796,1.53733713,1.65025609,5.99215991,5.92615584,2.62128668,2.64597279,3.35247279,3.3610055,4.29337395,-59.94069007,3176.302278,3948.419814,3626.465423,2786.684309,1696.515296,1297.137688,971.6939188,628.2927768,268.6349854,54.88931664,4.2688376,0,0,0,0,1.60435439,0.8625465,0.62136624,0.45011303,0.31129416,0.23189047,0.18472025,0.12436099,0.06580915,0.02789502,0.0024531,0,0,0,0,0.46340925,0.31153922,0.21003371,0.15123434,0.09538749,0.06978312,0.05180526,0.03092411,0.01689823,0.00802707,0.00028017,0,0,0,0,0.24709474,0.29144123,0.24808563,0.17741423,0.0949703,0.06515417,0.04405855,0.02271611,0.00782803,0.00214353,5.09E-05,0,0,0,0,-249.3213975,1267.107514,826.7116253,532.5330565,336.5526386,423.9574748,421.6223182,329.5434811,261.1855242,164.6843338,5.55823025,0,0,0,0,44735.69077,2469.750064,2445.626198,2469.845674,2531.435184,2640.372021,2677.176107,2799.359036,2922.206346,3044.470262,3209.298069,3401.522266,3541.68384,3536.162341,3406.712304,3640.07106,0.24658181,-36.20107813,5411.212183,-4263.517146
